country,country_code,year,health_exp,life_expect,maternal_mortality,infant_mortality,neonatal_mortality,under_5_mortality,prev_hiv,inci_tuberc,prev_undernourishment
Early-demographic dividend,EAR,2010,4.829792172,67.85096639,197,40.47630916,27.01588915,51.44749808,0.786446415,,12.83288698
East Asia & Pacific,EAS,2010,6.26806293,74.72553257,84,17.2,10.8,21.5,,150,5.623034039
Europe & Central Asia (excluding high income),ECA,2010,5.190803444,71.86377031,26,19.38188169,11.81688275,22.25730175,,76,3.850920513
Europe & Central Asia,ECS,2010,9.218545396,75.97642291,16,10.1,6.2,11.9,,43,2.884244269
Ecuador,ECU,2010,6.22109413,75.43,76,16.2,8.8,18.9,0.4,40,11.5
"Egypt, Arab Rep.",EGY,2010,4.15319157,69.664,38,24,15.1,28.7,0.1,18,5.2
Euro area,EMU,2010,10.20393706,80.69360989,7,3.411299297,2.346800563,4.191263126,0.235824302,,2.54640021
Eritrea,ERI,2010,4.83844233,63.787,480,39.1,22.1,55.2,0.9,149,
Spain,ESP,2010,9.11891174,81.62682927,4,3.2,2.1,3.8,0.3,17,2.5
Estonia,EST,2010,6.59433842,75.42926829,8,3.6,2.1,4.6,0.8,25,2.5
Ethiopia,ETH,2010,5.46637249,59.73,635,54.6,38.7,82.5,1.4,268,21.9
European Union,EUU,2010,9.901200016,79.63001347,7,4.00595983,2.651887526,4.863092046,0.207648853,,2.574300995
Fragile and conflict affected situations,FCS,2010,4.224722918,59.26580792,654,64.61058687,33.10088151,99.22959656,1.765639623,,16.24199371
Finland,FIN,2010,9.14,79.87073171,7,2.5,1.7,3,,6.6,2.5
Fiji,FJI,2010,3.41664124,67.328,42,18.9,8.6,22.2,0.1,27,6.1
France,FRA,2010,11.22560215,81.66341463,9,3.1,2.3,4.2,0.3,9.2,2.5
Faroe Islands,FRO,2010,,80.63658537,,,,,,,
"Micronesia, Fed. Sts.",FSM,2010,13.10624504,71.233,46,28.6,18.4,34.7,,191,
Gabon,GAB,2010,2.47556901,63.898,193,41.5,24.3,61.9,4.3,559,14.1
United Kingdom,GBR,2010,9.92673969,80.40243902,10,4.4,3,5.2,,14,2.5
Georgia,GEO,2010,9.07,72.128,41,12.6,10,14.1,0.1,127,6.8
Ghana,GHA,2010,4.22398996,61.157,337,47.3,29.8,69.7,1.9,183,7
Gibraltar,GIB,2010,,80.958,,,,,,,
Guinea,GIN,2010,3.42782617,56.72,741,76.7,36.4,121.7,1.7,186,17.4
"Gambia, The",GMB,2010,4.11944056,60.717,620,45.6,33.1,73.3,1.9,179,8.9
Guinea-Bissau,GNB,2010,5.26704073,56.23,795,72.6,45.1,114.4,3.9,361,21
Equatorial Guinea,GNQ,2010,1.62134683,57.878,211,79,35.8,111.1,5.8,217,
Greece,GRC,2010,9.59662342,80.38780488,3,3.3,2.1,4,0.1,4.6,2.5
Grenada,GRD,2010,5.4188118,74.999,27,12.6,8.4,14.5,,4.3,
Greenland,GRL,2010,,70.08073171,,,,,,232,
Guatemala,GTM,2010,6.1247797,70.878,123,28.6,16.1,34.8,0.3,28,15.7
Guam,GUM,2010,,76.879,,,,,,70,
Guyana,GUY,2010,4.21897697,66.743,148,30.5,22.7,37.4,1.4,119,8.7
High income,HIC,2010,11.31332596,78.56566058,12,5.2,3.3,6.1,,24,2.811791286
"Hong Kong SAR, China",HKG,2010,,82.95756098,,,,,,80,2.5
Honduras,HND,2010,8.72536373,71.088,73,20.8,13.9,24.6,0.4,43,15.9
Heavily indebted poor countries (HIPC),HPC,2010,5.038475932,58.56677896,554,62.06000761,32.49970335,94.6197916,2.792752535,,22.22625496
Croatia,HRV,2010,7.99,76.47560976,7,4.7,3.6,5.5,0.1,18,2.5
Haiti,HTI,2010,4.54871035,46.019,403,81.6,29.8,136.5,1.7,229,41.1
Hungary,HUN,2010,7.45,74.20731707,15,5.1,3.4,6,,18,2.5
IBRD only,IBD,2010,5.142715172,71.45308145,110,27.96301965,18.23675673,34.90326636,,,7.893540377
IDA & IBRD total,IBT,2010,5.054013546,68.86379014,272,40.51368899,24.1822741,55.72156826,1.045021175,,10.10279818
IDA total,IDA,2010,3.938145935,60.8856976,538,60.99971137,33.88693594,89.70256062,1.901146768,,17.21868237
IDA blend,IDB,2010,3.455959529,59.01776896,629,69.8469999,39.28525261,101.4984282,,,13.27390789
Indonesia,IDN,2010,2.7908783,68.679,219,27.8,17.3,33.7,0.3,342,13.1
IDA only,IDX,2010,4.375788031,61.83715933,489,56.29283566,31.01495933,83.42700144,1.857365838,,19.36789782
Isle of Man,IMN,2010,,78.983,,,,,,,
India,IND,2010,3.27,66.909,179,46.7,31.8,58.1,0.3,276,14.8
Not classified,INX,2010,,,,,,,,,
Ireland,IRL,2010,10.52404499,80.74390244,7,3.5,2.5,4.2,0.2,9.8,2.5
"Iran, Islamic Rep.",IRN,2010,6.29153061,73.069,32,16.5,12.5,19.3,0.1,18,7.5
Iraq,IRQ,2010,3.23955345,67.062,115,28.6,19.8,34.8,0.1,45,13.7
Iceland,ISL,2010,8.36,81.89756098,3,2.1,1.3,2.7,0.1,8,2.5
Israel,ISR,2010,6.89,81.60243902,3,3.7,2.4,4.6,,5.3,2.5
Italy,ITA,2010,8.92,82.03658537,7,3.4,2.4,4,0.3,8.7,2.5
Jamaica,JAM,2010,5.2951932,72.622,88,16.3,15.2,19,1.4,5.8,8.5
Jordan,JOR,2010,8.17025661,74,47,17.2,11.9,20.2,0.1,5.8,6.2
Japan,JPN,2010,9.06,82.84268293,6,2.3,1.1,3.2,,20,3.2
Kazakhstan,KAZ,2010,2.74,68.45,20,18.2,11.8,20.4,,144,3.2
Kenya,KEN,2010,5.38849831,60.649,476,36.9,21.9,53.3,5.6,531,21.7
Kyrgyz Republic,KGZ,2010,6.95,69.3,72,26.1,16.8,29.5,0.1,120,7.4
Cambodia,KHM,2010,6.91169977,67.712,276,37.3,21.3,43.8,0.9,438,10.7
Kiribati,KIR,2010,9.34,65.016,131,45.3,23.6,58.4,,329,5.1
St. Kitts and Nevis,KNA,2010,5.2136941,71.27,,15.5,12.2,18.2,,4.9,
"Korea, Rep.",KOR,2010,5.81980991,80.11707317,8,3.5,1.8,4.1,,97,2.5
Kuwait,KWT,2010,2.67879915,77.982,9,9.2,5.5,10.7,0.1,37,2.5
Latin America & Caribbean (excluding high income),LAC,2010,7.304447029,73.18584517,78,19.14746646,11.37269248,23.54088238,0.45440854,45,6.7767415
Lao PDR,LAO,2010,2.91155219,63.973,284,51.4,28.6,67.7,0.3,221,15.6
Lebanon,LBN,2010,7.43864489,78.156,18,10.8,7.4,12.6,0.1,12,5.5
Liberia,LBR,2010,10.35444641,59.433,634,71.7,33.3,99.6,1.6,293,32.9
Libya,LBY,2010,3.28064442,72.374,57,14.2,8.8,16.6,0.1,40,6.6
St. Lucia,LCA,2010,5.05308437,72.72,73,16.2,12.6,18,,6.1,
Latin America & Caribbean,LCN,2010,7.271363843,73.39299167,79,18.6,11.2,22.8,0.459593831,43,6.472699664
Least developed countries: UN classification,LDC,2010,4.135731983,60.9921572,513,59.0942831,32.28143463,88.36688256,1.971704982,,20.65750656
Low income,LIC,2010,5.111008043,59.75093191,560,62.2,33.1,94.4,2.165044883,224,23.99603279
Liechtenstein,LIE,2010,,81.84146341,,,,,,,
Sri Lanka,LKA,2010,3.74,73.215,37,9.6,6.3,11.2,0.1,66,10.5
Lower middle income,LMC,2010,3.70207904,65.49918382,323,48.9,30.2,66.2,0.738409631,270,14.0360664
Low & middle income,LMY,2010,4.991312078,68.75297554,279,41.30328601,24.65663894,56.84454542,1.066555753,197,10.58014744
Lesotho,LSO,2010,7.64088917,45.596,1040,65.9,37.6,91.4,24.4,1180,
Late-demographic dividend,LTE,2010,5.238351908,74.61180982,40,13.34632632,8.780243166,16.27043777,,,4.035861573
Lithuania,LTU,2010,6.81,73.26829268,10,4.9,2.9,6.1,0.1,65,2.5
Luxembourg,LUX,2010,6.66,80.63170732,8,2.3,1.5,2.8,0.2,6.6,2.5
Latvia,LVA,2010,6.1,73.48292683,25,6.5,4.2,7.8,0.4,50,2.5
"Macao SAR, China",MAC,2010,,83.109,,,,,,81,10.4
St. Martin (French part),MAF,2010,,78.406,,,,,,,
Morocco,MAR,2010,5.41861057,70.829,134,26.8,19.2,31.2,0.1,101,4.8
Monaco,MCO,2010,4.95791674,,,3.3,2.2,4,,3.5,
Moldova,MDA,2010,10.13,69.357,18,14.6,12.6,17,0.6,116,12.5
Madagascar,MDG,2010,4.69762659,62.873,497,47.8,25,70.6,0.1,241,26.9
Maldives,MDV,2010,8.49,77.657,60,11.9,7.6,13.9,0.1,32,
Middle East & North Africa,MEA,2010,4.57975064,72.00298857,68,22.7,15.2,27.2,0.1,36,7.661656345
Mexico,MEX,2010,5.73688889,74.19,51,16.4,9,19.2,0.3,22,4.1
Marshall Islands,MHL,2010,13.93147564,63.226,,31.8,17.9,39.1,,464,
Middle income,MIC,2010,4.989091453,69.66586124,226,37.35953515,23.07361404,49.76698204,0.933779849,194,9.367580513
North Macedonia,MKD,2010,6.71,74.99756098,6,9.1,6.7,10.3,0.1,23,3.6
Mali,MLI,2010,4.67865133,56.382,547,78.3,39.8,133.8,1.3,63,6.6
Malta,MLT,2010,7.95,81.39756098,5,6,4.6,6.9,0.1,7.9,2.5
Myanmar,MMR,2010,1.96,63.329,293,48.5,28.5,63.2,0.9,500,11
Middle East & North Africa (excluding high income),MNA,2010,5.169839431,71.26340427,74,24.37868154,16.43928158,29.32528619,0.1,39,7.837850718
Montenegro,MNE,2010,,75.9902439,7,5.7,4.4,6.6,0.1,20,2.5
Mongolia,MNG,2010,3.73945689,67.182,65,22.1,11.4,26.3,0.1,428,17.1
Northern Mariana Islands,MNP,2010,,,,,,,,68,
Mozambique,MOZ,2010,5.43892908,54.198,322,71,32.6,104.5,11.8,357,22.2
Mauritania,MRT,2010,2.63618922,63.105,586,41.5,28.2,56.4,0.5,135,7
Mauritius,MUS,2010,4.51898289,72.96731707,55,12.8,9.3,14.5,,12,5.2
Malawi,MWI,2010,5.14304781,56.381,513,52,26.8,82.9,10.6,338,13.6
Malaysia,MYS,2010,3.16474271,74.442,25,6.9,4.3,8.1,0.4,75,3.5
North America,NAC,2010,15.66141126,78.81719703,14,6.1,4.1,7.2,0.379983738,4.2,2.5
Namibia,NAM,2010,9.72781372,56.015,482,36.9,21.2,49.4,13.2,892,29.2
New Caledonia,NCL,2010,,77.2804878,,,,,,22,8.6
Niger,NER,2010,4.96100473,58.367,594,67,34.8,136.6,0.4,113,15.9
Nigeria,NGA,2010,3.29653287,50.945,1123,84.2,38,135.3,,219,9.2
Nicaragua,NIC,2010,7.71019173,72.009,98,20,12.5,23.5,0.3,53,19.5
Netherlands,NLD,2010,10.16,80.70243902,6,3.7,2.8,4.4,0.2,7,2.5
Norway,NOR,2010,8.86,80.99756098,4,2.7,1.9,3.3,,6.9,2.5
Nepal,NPL,2010,4.36,66.814,349,38.2,28,48.1,0.2,311,10.4
Nauru,NRU,2010,12.6964016,59.64,,30.6,24,37.5,,34,
New Zealand,NZL,2010,9.59277534,80.90487805,10,5.2,3.2,6.2,0.1,8,2.5
OECD members,OED,2010,11.54878168,79.08864726,19,7.595547322,4.634677544,8.975825068,0.29582563,,3.044025632
Oman,OMN,2010,2.47588587,76.269,18,10.1,5.2,11.7,0.1,13,6.3
Other small states,OSS,2010,5.735594872,70.29383982,224,33.84583599,18.4859343,44.0945021,3.975900031,,10.62344169
Pakistan,PAK,2010,2.39686537,64.436,230,70.2,49.9,87.3,0.1,276,14.9
Panama,PAN,2010,7.4865942,76.448,55,15.8,10.4,18.5,0.9,53,9.8
Peru,PER,2010,4.71503925,73.711,76,15.6,9.7,20.1,0.4,134,8.5
Philippines,PHL,2010,4.13,70.754,105,23.3,13.8,29.6,0.1,531,13.1
Palau,PLW,2010,11.61802578,,,19.3,10.4,19.5,,119,
Papua New Guinea,PNG,2010,2.10756016,63.039,289,45.3,26.7,58.4,0.7,432,29.2
Poland,POL,2010,6.47,76.24634146,3,5.1,3.6,6,0.1,21,2.5
Pre-demographic dividend,PRE,2010,3.8701506,56.77355768,670,67.18331551,32.8820018,103.9234145,3.197170282,,18.97833364
Puerto Rico,PRI,2010,,78.01,21,,,,,2.5,
"Korea, Dem. People's Rep.",PRK,2010,,70.419,130,23.1,15.9,29.4,,513,41.6
Portugal,PRT,2010,10.03,79.02682927,10,3.1,2.1,3.8,0.6,28,2.5
Paraguay,PRY,2010,5.46593952,71.887,100,21.8,13.8,25.9,0.3,42,2.5
West Bank and Gaza,PSE,2010,,73.004,43,18.8,13.2,22.1,,0.96,
Pacific island small states,PSS,2010,5.043551312,68.38811925,88,21.62316993,10.68651416,25.85528322,,,8.063214582
Post-demographic dividend,PST,2010,11.89515712,79.67984537,10,4.733313618,3.120865004,5.67222237,0.295406509,,2.603730612
French Polynesia,PYF,2010,,81.039,,,,,,17,4.5
Qatar,QAT,2010,1.87017763,78.425,10,7.8,4.8,9.1,0.1,39,
Romania,ROU,2010,5.64,73.45853659,22,10.5,5.4,12.4,0.1,105,2.5
Russian Federation,RUS,2010,4.97,68.84121951,17,8.4,4.5,10.4,,85,2.5
Rwanda,RWA,2010,8.08696938,62.54,386,44.1,23.4,63.8,3.7,83,35.7
South Asia,SAS,2010,3.201854895,66.74942063,224,49.9,34.8,62.4,0.252339218,267,14.80049469
Saudi Arabia,SAU,2010,3.64786315,75.763,15,10.5,6.3,12.2,0.1,20,7.8
Sudan,SDN,2010,5.05810165,63.016,383,50,32.2,74.4,0.1,119,
Senegal,SEN,2010,4.02764368,64.615,450,42.6,26.9,66.3,0.6,132,10.9
Singapore,SGP,2010,3.20265388,81.54146341,8,2.2,1.1,2.8,,35,
Solomon Islands,SLB,2010,4.66139841,68.732,147,22.3,10.7,26.5,,79,14.2
Sierra Leone,SLE,2010,9.12688351,53.693,837,107.3,40.1,160.9,1.6,317,27.1
El Salvador,SLV,2010,8.90416241,71.848,36,16.4,9.2,19.2,0.6,35,9.2
San Marino,SMR,2010,6.20853519,,,2.4,1.2,2.6,,0,
Somalia,SOM,2010,,50.563,963,95.5,43.7,156.1,,286,71.4
Serbia,SRB,2010,9.5273037,74.33658537,14,6.6,4.8,7.6,0.1,30,2.5
Sub-Saharan Africa (excluding high income),SSA,2010,5.21672154,56.81636262,648,65.11576096,32.36872585,100.9777847,4.885662552,323,18.53272883
South Sudan,SSD,2010,,54.812,1060,69.7,43.1,109.2,2.4,,
Sub-Saharan Africa,SSF,2010,5.216231305,56.8180063,658,65.1,32.4,101,4.885662552,323,18.53114303
Small states,SST,2010,5.622873349,70.17495585,183,29.77965247,16.59569115,37.99246722,,,9.690341238
Sao Tome and Principe,STP,2010,6.86072636,65.249,160,27.7,16.2,36.2,1,117,16.5
Suriname,SUR,2010,4.6978569,69.894,138,20.6,14.9,23.2,1.5,46,7.9
Slovak Republic,SVK,2010,7.67,75.11219512,5,5.7,3.3,6.9,0.1,8.7,5.2
Slovenia,SVN,2010,8.57,79.42195122,6,2.6,1.8,3.2,0.1,9.5,2.5
Sweden,SWE,2010,8.32,81.45121951,5,2.5,1.6,3.1,,7.5,2.5
Eswatini,SWZ,2010,8.5912571,46.619,672,58.4,26.3,88.2,27.9,1590,21
Sint Maarten (Dutch part),SXM,2010,,75.132,,,,,,10,
Seychelles,SYC,2010,4.50142097,73.19756098,8,12.1,8.7,14.1,,21,3.8
Syrian Arab Republic,SYR,2010,3.2764473,73.881,21,16.3,10.1,19,0.1,21,5.2
Turks and Caicos Islands,TCA,2010,,76.243,,5.2,4,7.6,,23,
Chad,TCD,2010,4.06023312,49.584,1303,84,37.8,147.6,1.6,147,25.1
East Asia & Pacific (IDA & IBRD countries),TEA,2010,4.021109986,73.91253048,86,18.04687083,11.37631016,22.51473196,,,5.463287037
Europe & Central Asia (IDA & IBRD countries),TEC,2010,5.358706399,71.41053482,21,14.90214674,8.911233987,17.34854855,,,3.237732109
Togo,TGO,2010,4.45493317,57.304,530,58.2,29.5,88.9,2.8,76,20.3
Thailand,THA,2010,3.39009809,76.131,35,10.8,6.9,12.5,1.7,181,10.1
Tajikistan,TJK,2010,5.74,67.742,32,37,20.2,42.9,0.1,128,24.9
Turkmenistan,TKM,2010,3.24345636,68.293,9,37.2,23,43.2,,79,4.5
Latin America & the Caribbean (IDA & IBRD countries),TLA,2010,7.233355179,73.27633568,79,18.75139481,11.27472189,22.9712328,0.461991352,,6.551244692
Timor-Leste,TLS,2010,6.47058821,65.304,376,58.8,27.7,71.5,0.1,498,19.6
Middle East & North Africa (IDA & IBRD countries),TMN,2010,5.169839431,71.24436229,74,24.46694828,16.49053399,29.43960576,0.1,,7.837850718
Tonga,TON,2010,4.81632328,70.323,93,11.3,5.5,13.2,,12,
South Asia (IDA & IBRD),TSA,2010,3.201854895,66.74942063,220,49.93521341,34.768294,62.42087604,0.252339218,,14.80049469
Sub-Saharan Africa (IDA & IBRD countries),TSS,2010,5.216231305,56.8180063,648,65.11333166,32.36764129,100.9738037,4.885662552,,18.53114303
Trinidad and Tobago,TTO,2010,5.08042908,72.725,47,19.9,14.2,22.3,1.4,18,8.1
Tunisia,TUN,2010,5.60950756,75.421,44,16.1,12.6,18.9,0.1,28,3.7
Turkiye,TUR,2010,5.02,75.069,22,15.4,8.7,17.9,,25,2.5
Tuvalu,TUV,2010,15.65082836,63.978,,26,16.1,31.3,,153,
Tanzania,TZA,2010,5.22392178,60.105,486,45.5,24.2,68.9,5.5,426,24.1
Uganda,UGA,2010,6.80890226,57.055,372,49.6,25.7,76.2,6.3,210,20.4
Ukraine,UKR,2010,6.81,70.26536585,17,10.1,6.9,11.7,,110,2.5
Upper middle income,UMC,2010,5.321165689,73.78313722,72,16.6,10.3,20.5,,119,4.759603026
Uruguay,URY,2010,7.91117048,76.858,18,9.2,4.9,10.8,0.5,24,2.5
United States,USA,2010,16.19719124,78.54146341,14,6.2,4.1,7.3,0.4,4.1,2.5
Uzbekistan,UZB,2010,5.3,69.235,38,26.7,16.5,30.3,,97,3.6
St. Vincent and the Grenadines,VCT,2010,4.30325222,74.718,45,18.9,12.8,21,,16,6
"Venezuela, RB",VEN,2010,,72.89,112,14.7,10.5,17.1,0.5,28,2.5
British Virgin Islands,VGB,2010,,75.428,,13.6,8.4,15.6,,4.2,
Virgin Islands (U.S.),VIR,2010,,77.86585366,,,,,,,
Viet Nam,VNM,2010,5.07146072,73.513,60,18.4,11.7,23.1,0.4,231,10.5
Vanuatu,VUT,2010,3.52656102,69.617,93,20.1,10.1,23.8,,69,6.4
World,WLD,2010,9.499199292,70.62465121,254,37.3,22.3,51.2,0.7,164,8.7
Samoa,WSM,2010,5.15268326,72.249,62,16.5,7.7,19.3,,8.3,4.1
Kosovo,XKX,2010,,77.63,,18.1,13.7,20.1,,,
"Yemen, Rep.",YEM,2010,5.15932894,67.28,157,43,27.1,55.1,0.1,52,24.2
South Africa,ZAF,2010,7.79358244,58.899,219,35.7,12.1,51.6,17.5,1230,4.6
Zambia,ZMB,2010,3.97471905,56.799,268,51.1,27.1,78.5,13.3,495,42.7
Zimbabwe,ZWE,2010,10.47583866,50.652,618,52.5,32,85.4,15.6,416,26.2
Aruba,ABW,2011,,75.465,,,,,,9.1,
Africa Eastern and Southern,AFE,2011,6.354502892,59.29331941,485,55.59498006,29.33398604,81.74088905,5.908884806,,22.4040919
Afghanistan,AFG,2011,8.56190777,61.419,884,62.3,47.3,84.7,0.1,189,18.3
Africa Western and Central,AFW,2011,3.54091226,54.96017175,806,73.70951852,35.20272519,118.6898439,,,12.1976455
Angola,AGO,2011,2.64560771,57.596,335,71,34.8,111.5,1.9,383,14.7
Albania,ALB,2011,6.18297672,78.092,8,10.8,6.2,12.2,0.1,17,4.8
Andorra,AND,2011,7.62060833,,,4.1,2.2,4.4,,4.4,
Arab World,ARB,2011,3.824309949,70.09295008,161,30.6936152,19.13951732,41.05207992,0.103379017,,10.29434112
United Arab Emirates,ARE,2011,3.67006993,78.517,10,6.8,3.4,8.6,0.1,1.6,6.5
Argentina,ARG,2011,9.41819859,76.124,50,12.4,7.5,13.9,0.4,27,3.6
Armenia,ARM,2011,9.38,73.305,31,15.8,9.2,17.7,0.1,55,2.5
American Samoa,ASM,2011,,,,,,,,6.3,
Antigua and Barbuda,ATG,2011,5.44257212,77.104,31,9.8,6.9,11.7,,8,
Australia,AUS,2011,8.53744984,81.89512195,6,3.8,2.6,4.5,0.1,6.3,2.5
Austria,AUT,2011,10.03,80.98292683,6,3.5,2.4,4.2,,9.2,2.5
Azerbaijan,AZE,2011,2.6,69.984,31,30.7,18.9,35.1,0.1,125,2.5
Burundi,BDI,2011,10.06996346,57.769,575,56.1,27.4,85.1,1.5,138,
Belgium,BEL,2011,10.36337948,80.58536585,6,3.6,2.3,4.4,0.2,10,2.5
Benin,BEN,2011,2.99707985,58.462,615,68.1,33.5,106.4,1.2,67,9.6
Burkina Faso,BFA,2011,4.64868164,57.125,340,66,30.3,116.3,1.1,57,14.5
Bangladesh,BGD,2011,2.36418128,68.809,301,37.2,28.4,46.7,0.1,221,16.1
Bulgaria,BGR,2011,7.1,74.16341463,8,8.7,4.9,10.3,0.1,37,5.1
Bahrain,BHR,2011,3.8651762,78.89,19,7.2,3.2,8.4,,21,
"Bahamas, The",BHS,2011,5.32398558,72.564,101,13,7.9,15.1,1.5,13,
Bosnia and Herzegovina,BIH,2011,9.18,77.007,8,5.7,4.9,6.6,,46,2.5
Belarus,BLR,2011,4.87,70.55365854,3,4,1.7,5.2,0.3,62,2.5
Belize,BLZ,2011,4.54942894,72.651,33,15.6,10.7,18.2,1.4,26,4.9
Bermuda,BMU,2011,,81.403,,,,,,1.8,
Bolivia,BOL,2011,5.17306805,66.534,178,31.6,21,39.7,0.3,131,19.2
Brazil,BRA,2011,7.78819132,73.343,62,16,10.7,17.9,0.5,44,3
Barbados,BRB,2011,6.89690495,75.917,53,13.1,9.5,14.2,1.1,0,2.5
Brunei Darussalam,BRN,2011,1.86409724,74.858,42,8.2,4.8,9.7,,66,
Bhutan,BTN,2011,3.34921789,68.881,94,30.7,20.6,37.6,0.2,218,
Botswana,BWA,2011,5.86915016,60.53,226,46.2,24.4,58.7,22.1,480,21.8
Central African Republic,CAF,2011,3.67561865,49.948,1029,88.8,35.9,125.4,4.7,540,21.8
Canada,CAN,2011,10.37950897,81.48268293,12,4.9,3.7,5.7,0.2,4.8,2.5
Central Europe and the Baltics,CEB,2011,6.599312069,75.88847488,8,5.875296068,3.581773036,6.951147931,0.11586202,,2.882283557
Switzerland,CHE,2011,10.04628563,82.69512195,8,3.9,3.1,4.5,0.2,7.6,2.5
Channel Islands,CHI,2011,,81.726,,,,,,,
Chile,CHL,2011,6.79947519,79.11,20,7.3,5.3,8.5,0.3,16,3.8
China,CHN,2011,4.34274387,75.903,32,11.5,7.6,14.6,,75,2.5
Cote d'Ivoire,CIV,2011,4.39700699,55.52,591,70.5,34.9,99.2,3.4,186,15.6
Cameroon,CMR,2011,3.85282946,57.133,519,66.8,31.8,106.3,4.1,251,4.3
"Congo, Dem. Rep.",COD,2011,3.19435549,57.069,585,81.2,31.7,109.7,1,327,29.5
"Congo, Rep.",COG,2011,1.75237322,61.992,387,41.9,22.5,60,3.5,383,40.3
Colombia,COL,2011,6.78076792,75.32,71,15.2,9.6,17.8,0.4,33,10.1
Comoros,COM,2011,5.3021183,61.503,293,53.1,33.4,70.3,0.1,34,15.7
Cabo Verde,CPV,2011,4.30527449,74.257,50,20.5,14.9,24.2,0.8,93,13.9
Costa Rica,CRI,2011,8.12197781,79.348,24,8.9,6.5,10.2,0.3,14,3.2
Caribbean small states,CSS,2011,5.257105088,71.19074884,101,20.60282891,14.92533566,24.15895692,1.439834071,,6.950980419
Cuba,CUB,2011,11.31298637,77.76,40,4.8,2.7,6.1,0.4,8.2,2.5
Curacao,CUW,2011,,77.47317073,,,,,,0.73,
Cayman Islands,CYM,2011,,,,,,,,4.1,
Cyprus,CYP,2011,6.43,79.999,31,2.6,1.8,3.2,0.1,5.1,2.5
Czechia,CZE,2011,7.5580225,77.87317073,4,2.6,1.6,3.3,0.1,6.2,2.5
Germany,DEU,2011,10.77844906,80.43658537,6,3.4,2.3,4.1,0.1,5.5,2.5
Djibouti,DJI,2011,3.37655354,60.433,269,60.4,36.7,73.7,,486,19
Dominica,DMA,2011,5.33450365,69.695,,22.3,20.9,23.9,,3.2,4.8
Denmark,DNK,2011,10.41,79.8,7,3.5,2.9,4.1,0.1,7.4,2.5
Dominican Republic,DOM,2011,5.03797865,72.221,93,28.8,24.3,35,1.1,55,11.7
Algeria,DZA,2011,5.26748085,74.123,105,23.3,17.4,27.1,0.1,73,3.6
East Asia & Pacific (excluding high income),EAP,2011,4.14343593,74.13831475,88,17.20187346,10.82727572,21.49420096,,161,5.569068963
Early-demographic dividend,EAR,2011,4.79670331,68.27591159,189,38.80492758,26.12476501,48.85803231,0.788738777,,12.37147778
East Asia & Pacific,EAS,2011,6.697672207,74.96164487,86,16.3,10.2,20.4,,149,5.292308825
Europe & Central Asia (excluding high income),ECA,2011,4.889968761,72.06339181,25,18.24122826,11.03705393,20.95153206,,73,3.605429459
Europe & Central Asia,ECS,2011,9.05521461,76.45011539,15,9.7,6,11.4,,41,2.830659566
Ecuador,ECU,2011,6.580935,75.743,73,15.5,8.4,18,0.4,42,7.7
"Egypt, Arab Rep.",EGY,2011,4.35707569,69.88,34,23,14.5,27.5,0.1,17,5.3
Euro area,EMU,2011,10.08278883,81.17782982,7,3.320801932,2.332484223,4.108233146,0.236486555,,2.560986608
Eritrea,ERI,2011,5.16795397,64.402,454,38,21.5,53.3,0.8,157,
Spain,ESP,2011,9.1679697,82.47560976,4,3,2.1,3.7,0.3,16,2.5
Estonia,EST,2011,6.0781703,76.22926829,8,3.3,1.9,4.2,0.8,25,2.5
Ethiopia,ETH,2011,4.46897745,60.721,603,52.1,37.5,78.1,1.4,253,20.3
European Union,EUU,2011,9.837008656,80.13872197,7,3.856129118,2.593051646,4.695138161,0.208059568,,2.590351705
Fragile and conflict affected situations,FCS,2011,4.135761398,59.92282904,630,62.86557666,32.53629522,95.90640228,1.733618645,,15.96573824
Finland,FIN,2011,9.22,80.47073171,7,2.3,1.6,2.9,,6.7,2.5
Fiji,FJI,2011,3.14293504,67.523,39,18.4,8.2,21.6,0.1,31,7.3
France,FRA,2011,11.18497562,82.11463415,9,3.1,2.3,4.2,0.3,9,2.5
Faroe Islands,FRO,2011,,80.88780488,,,,,,,
"Micronesia, Fed. Sts.",FSM,2011,13.09527397,71.318,46,28,18,34,,172,
Gabon,GAB,2011,2.55771565,64.045,188,40.1,23.8,59.4,4.2,554,13.5
United Kingdom,GBR,2011,9.92486763,80.95121951,9,4.3,3,5,,15,2.5
Georgia,GEO,2011,8.01,72.39,39,11.6,9.3,13,0.2,122,8.3
Ghana,GHA,2011,4.69264126,61.652,317,45.5,29,66.5,1.9,178,7.4
Gibraltar,GIB,2011,,81.871,,,,,,,
Guinea,GIN,2011,3.78955102,57.019,744,75.5,36,119.6,1.7,183,16.2
"Gambia, The",GMB,2011,4.36967373,61.526,597,44.3,32.4,70.2,1.9,178,8.8
Guinea-Bissau,GNB,2011,6.21634817,56.967,767,69.5,43.7,108.9,3.8,361,23.5
Equatorial Guinea,GNQ,2011,1.42923808,58.412,194,76.7,34.9,107.4,6,224,
Greece,GRC,2011,9.19330311,80.73170732,4,3.4,2.2,4,0.1,4.7,2.5
Grenada,GRD,2011,5.80423355,75.295,27,12.7,8.7,14.5,,2.2,
Greenland,GRL,2011,,70.26487805,,,,,,233,
Guatemala,GTM,2011,5.96306896,71.177,120,27.6,15.5,33.4,0.3,25,15.2
Guam,GUM,2011,,76.872,,,,,,57,
